Num scan;Locator;X;Y;Z;Delta;Hauteur/cm;Zcorrige;% NORD;PlancherMS
4081;R520a_06;17.903;0.352;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4082;R520a_07;15.739;-4.332;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4083;R520a_08;14.589;-7.235;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4084;R520a_09;12.682;-10.063;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4085;R520a_10;9.809;-13.003;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4086;R520a_11;5.914;-15.061;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4087;R520a_12;5.767;-16.923;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4088;R520b_01;3.278;-17.653;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4089;R520b_02;0.052;-17.972;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4090;R520b_03;-2.670;-17.605;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4108;R512_01;0.419;6.372;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4109;R512_02;1.159;8.305;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4110;R512_03;-2.562;8.545;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4111;R512_04;0.482;13.696;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4112;R512_05;0.735;12.534;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4113;R512_06;-2.938;12.290;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4229;R522_01;11.706;-7.290;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4230;R522_02;10.692;-6.955;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4231;R522_03;12.154;-3.646;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4232;R522_04;8.280;-2.296;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4233;R522_05;7.360;-5.145;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
2287;R532_01;-10.231;-8.727;11.000;;165.000;12.650;50;PLANCHER 05 (+11.00m)
4020;R511_06;-6.761;7.173;11.000;2.600;165.000;15.250;50;PLANCHER 05 (+11.00m)
4021;R511_07;-4.543;7.182;11.000;2.600;165.000;15.250;50;PLANCHER 05 (+11.00m)
4022;R511_08;-4.719;8.446;11.000;2.600;165.000;15.250;50;PLANCHER 05 (+11.00m)
4023;R511_09;-5.135;12.971;11.000;2.600;165.000;15.250;50;PLANCHER 05 (+11.00m)
4024;R511_10;-9.077;10.735;11.000;2.600;165.000;15.250;50;PLANCHER 05 (+11.00m)
1081;R622_03;7.861;-5.768;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
1082;R622_04;11.040;-6.783;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
1083;R622_05;12.346;-3.636;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
1084;R622_06;8.540;-2.571;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
1085;R622_07;10.459;-2.160;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2056;R630a_01;-14.528;-7.234;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2057;R630a_02;-12.799;-9.755;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2058;R630a_03;-10.642;-12.141;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2059;R630a_04;-8.572;-13.867;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2060;R630a_05;-6.099;-15.333;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2061;R630a_06;-4.694;-17.249;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2062;R620b_01;-2.390;-17.761;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2063;R620b_02;1.286;-17.910;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2064;R620a_01;5.574;-17.185;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2065;R620a_02;8.279;-14.254;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2066;R620a_03;10.268;-12.855;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2067;R620a_04;12.404;-10.652;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2068;R620a_05;14.525;-7.219;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2069;R620a_06;16.274;-3.607;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2070;R610a_01;1.972;16.249;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2071;R610a_02;1.966;17.671;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2072;R610a_03;-0.208;17.912;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2073;R610a_04;-2.427;17.761;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2074;R610a_05;-4.133;17.504;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2075;R610a_06;-6.523;16.728;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2076;R610a_07;-8.328;15.938;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2077;R610a_08;-10.669;14.461;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2078;R610a_09;-11.594;13.835;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2079;R610a_10;-12.415;13.060;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2080;R630b_01;-12.725;10.742;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2081;R630b_02;-14.301;10.947;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2082;R630b_03;-12.246;10.465;16.000;;40.000;16.400;50;PLANCHER 06 (+16.00m)
2131;R610a_11;4.640;16.534;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2132;R610a_12;7.798;16.221;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2133;R610a_13;8.701;14.174;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2134;R610a_14;10.436;12.647;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2135;R610b_01;11.408;11.328;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2136;R610b_02;12.726;9.836;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2137;R610b_03;14.776;8.167;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2138;R610b_04;15.159;5.794;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2139;R620a_07;17.543;3.774;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2140;R620a_08;16.573;0.258;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2141;R620a_09;17.623;-3.095;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2142;R620a_10;17.900;0.379;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2143;R623_01;6.374;2.468;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2144;R623_02;8.608;2.468;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2145;R641_01;11.055;8.968;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2146;R641_02;9.611;7.614;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2147;R641_03;8.107;6.260;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2148;R641_04;9.521;4.455;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2149;R641_05;10.815;4.485;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2150;R641_06;10.724;6.441;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2151;R641_07;13.200;6.436;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
3063;R630b_04;-16.309;7.668;16.000;-2.000;165.000;15.650;50;PLANCHER 06 (+16.00m)
3075;R630b_05;-15.855;6.517;16.000;-2.000;165.000;15.650;50;PLANCHER 06 (+16.00m)
3076;R630a_07;-16.810;4.766;16.000;-2.500;165.000;15.150;50;PLANCHER 06 (+16.00m)
3077;R630a_08;-17.703;1.860;16.000;-2.500;165.000;15.150;50;PLANCHER 06 (+16.00m)
3078;R630a_09;-17.720;0.027;16.000;-2.500;165.000;15.150;50;PLANCHER 06 (+16.00m)
3079;R630a_10;-16.820;-2.998;16.000;-2.000;165.000;15.650;50;PLANCHER 06 (+16.00m)
3080;R630a_11;-17.411;-4.168;16.000;-2.000;165.000;15.650;50;PLANCHER 06 (+16.00m)
4025;R611_01;-7.017;6.890;16.000;-0.200;165.000;17.450;50;PLANCHER 06 (+16.00m)
4026;R611_02;-4.878;7.103;16.000;-0.200;165.000;17.450;50;PLANCHER 06 (+16.00m)
4027;R612_03;-1.803;7.545;16.000;-0.200;165.000;17.450;50;PLANCHER 06 (+16.00m)
4028;R612_04;1.132;7.880;16.000;-0.200;165.000;17.450;50;PLANCHER 06 (+16.00m)
4029;R612_05;-2.421;8.685;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4030;R612_06;-2.864;11.351;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4031;R612_07;-1.078;12.288;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4032;R612_08;0.886;12.043;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4033;R612_09;1.077;9.089;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4212;R648_05;6.523;10.541;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4213;R648_06;6.276;13.016;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4214;R648_07;3.996;13.723;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4215;R648_08;3.341;11.920;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
4216;R648_09;3.819;8.331;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
2264;R612_01;-2.335;13.153;16.000;2.200;165.000;19.850;50;PLANCHER 06 (+16.00m)
2266;R612_02;0.224;13.392;16.000;2.200;165.000;19.850;50;PLANCHER 06 (+16.00m)
1079;R622_01;12.578;-4.427;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
1080;R622_02;11.677;-6.853;16.000;;165.000;17.650;50;PLANCHER 06 (+16.00m)
3197;R632_01;-10.490;-8.603;16.000;2.200;165.000;19.850;50;PLANCHER 06 (+16.00m)
3198;R632_02;-11.823;-6.721;16.000;2.200;165.000;19.850;50;PLANCHER 06 (+16.00m)
4208;R648_01;6.912;12.309;16.000;-1.300;165.000;16.350;50;PLANCHER 06 (+16.00m)
4209;R648_02;6.655;10.631;16.000;-1.300;165.000;16.350;50;PLANCHER 06 (+16.00m)
4210;R648_03;3.677;13.298;16.000;-1.300;165.000;16.350;50;PLANCHER 06 (+16.00m)
4211;R648_04;3.830;8.555;16.000;-1.300;165.000;16.350;50;PLANCHER 06 (+16.00m)
1071;R722_01;12.136;-6.557;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1072;R722_02;9.125;-7.423;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1073;R722_03;6.805;-4.241;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1074;R722_04;8.740;-1.908;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1075;R722_05;13.533;-3.545;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1076;R722_06;12.163;-7.657;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1077;R722_07;13.067;-6.276;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1078;R722_08;13.727;-4.192;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2083;R730_01;-15.752;7.372;20.000;-2.000;165.000;19.650;50;PLANCHER 07 (+20.00m)
2084;R730_02;-13.483;10.437;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2085;R730_03;-12.764;12.353;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2152;R720_01;17.453;3.690;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2153;R720_02;16.773;0.292;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2154;R720_03;16.655;-2.692;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2155;R720_04;15.650;-5.824;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2156;R720_05;14.968;-7.683;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2157;R720_06;14.010;-9.232;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2158;R720_07;12.935;-10.665;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2159;R720_08;11.897;-12.265;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2160;R720_09;9.913;-12.962;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2161;R720_10;8.247;-14.780;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2162;R720_11;6.328;-15.639;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2163;R720_12;4.796;-16.859;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2164;R720_13;3.258;-17.685;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2165;R720_14;0.745;-17.752;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2166;R720_15;-0.615;-17.713;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2167;R720_16;-2.196;-17.713;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2168;R730_04;-3.903;-17.479;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2169;R730_05;-6.088;-15.999;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2170;R730_06;-8.126;-14.867;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2171;R730_07;-10.083;-13.424;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2172;R730_08;-11.386;-12.306;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2173;R730_09;-12.357;-11.304;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2174;R730_10;-13.774;-9.923;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2175;R730_11;-14.889;-8.111;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2176;R730_12;-15.076;-5.872;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2177;R730_13;-16.901;-3.070;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2178;R730_14;-16.962;1.949;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2179;R730_15;-16.096;5.830;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2180;R730_16;-13.111;10.273;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2181;R710_01;-11.217;11.876;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2182;R710_02;16.337;5.050;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2183;R710_03;15.223;6.801;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2184;R710_04;14.510;9.530;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2185;R710_05;12.765;10.538;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2186;R710_06;11.809;13.036;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2187;R710_07;8.720;15.424;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2188;R710_08;3.048;17.727;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2189;R741_01;13.591;5.317;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2190;R741_02;12.762;6.268;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2191;R741_03;10.701;5.196;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2192;R741_04;7.844;5.385;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2201;R710_09;5.108;15.606;20.000;2.000;165.000;23.650;50;PLANCHER 07 (+20.00m)
2202;R710_10;5.673;15.420;20.000;2.000;140.000;23.400;50;PLANCHER 07 (+20.00m)
2211;R711_01;-9.687;10.027;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2212;R711_02;-7.464;11.350;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2213;R711_03;-5.506;11.932;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2214;R711_04;-7.729;7.169;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2215;R711_05;-4.607;10.503;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2216;R711_06;-4.021;8.234;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2217;R740_01;-13.506;-4.866;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2218;R740_02;-11.923;-3.418;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2219;R740_03;-10.272;-2.474;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2220;R740_04;-7.307;-1.767;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2221;R740_05;-4.982;-0.217;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2222;R740_06;-4.881;2.310;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2223;R711_07;-5.993;4.365;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2224;R740_07;-5.050;-3.148;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2225;R740_08;-4.308;-5.068;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2226;R731_01;-4.091;-8.310;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2227;R731_02;-3.533;-10.324;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2228;R731_03;-4.143;-13.793;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2229;R731_04;-6.733;-10.089;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2230;R721_01;14.216;-0.166;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2231;R721_02;10.619;0.031;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2232;R740_09;5.601;-5.552;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2233;R744_01;6.104;-7.563;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2234;R740_10;5.794;-2.880;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2235;R740_11;6.440;-1.278;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2236;R740_12;8.011;-1.119;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2237;R721_03;8.076;1.643;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2238;R741_05;4.620;7.053;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2239;R740_13;-2.530;5.499;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2240;R740_14;-0.283;5.419;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2241;R740_15;2.806;4.817;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2262;R712_07;0.709;14.009;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2263;R712_08;-3.159;13.826;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2265;R712_09;-1.104;13.992;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3199;R732_01;-12.639;-6.385;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3200;R732_02;-11.684;-8.046;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3201;R732_03;-10.345;-9.399;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3202;R732_04;-10.132;-9.770;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3203;R732_05;-6.447;-7.543;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3204;R732_06;-6.500;-4.135;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3205;R732_07;-9.735;-3.472;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
3206;R732_08;-12.691;-5.806;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4068;R749_01;11.353;9.285;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4069;R749_02;10.108;9.700;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4070;R749_03;9.316;8.380;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4071;R749_04;7.188;9.035;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4072;R749_05;7.471;12.283;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4073;R748_01;5.791;13.030;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4074;R748_02;5.858;12.036;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4075;R748_03;2.593;12.103;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
4076;R748_04;2.697;9.358;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2286;R740_16;1.540;7.358;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2288;R740_17;0.280;6.846;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2256;R712_01;0.363;8.095;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2257;R712_02;-1.984;7.989;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2258;R712_03;-3.270;9.248;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2259;R712_04;-3.503;12.129;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2260;R712_05;-1.883;13.264;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
2261;R712_06;0.207;13.488;20.000;;165.000;21.650;50;PLANCHER 07 (+20.00m)
1045;R732_01;-10.858;-4.674;24.000;6.500;165.000;32.150;50;PLANCHER 08 (+24.00m)
1046;R732_02;-10.122;-9.720;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
1047;R732_03;-11.510;-8.049;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
1048;R732_04;-11.737;-5.005;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
1049;R732_05;-9.094;-3.231;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
1050;R732_06;-6.314;-4.387;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
1051;R732_07;-6.303;-7.741;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2193;R710_01;7.322;15.039;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2194;R710_02;7.991;13.834;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2195;R849_01;7.304;12.640;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2196;R849_02;8.558;11.461;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2197;R849_03;9.902;9.087;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2198;R848_01;5.274;13.446;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2199;R848_02;2.575;12.904;24.000;-0.100;165.000;25.550;50;PLANCHER 08 (+24.00m)
2200;R848_03;2.273;11.192;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2246;R712_01;-2.920;6.463;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2247;R712_02;-2.038;7.401;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2248;R712_03;-0.451;6.778;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2249;R712_04;1.190;6.380;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2250;R712_05;-3.712;9.359;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2251;R712_06;-3.890;12.206;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2252;R712_07;-1.362;13.559;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
2253;R712_08;1.094;12.384;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3239;R722_01;8.834;-7.134;24.000;6.000;165.000;31.650;50;PLANCHER 08 (+24.00m)
3240;R722_02;13.439;-3.995;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3241;R722_03;12.672;-5.969;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3242;R722_04;10.454;-7.234;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3243;R722_05;8.818;-1.773;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3244;R722_06;6.964;-3.277;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
3245;R722_07;7.446;-6.696;24.000;2.000;165.000;27.650;50;PLANCHER 08 (+24.00m)
4066;R841_01;12.238;5.239;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
4067;R841_02;11.898;4.160;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2254;R712_09;0.987;12.812;24.000;6.500;165.000;32.150;50;PLANCHER 08 (+24.00m)
2255;R712_10;0.360;12.705;24.000;6.500;165.000;32.150;50;PLANCHER 08 (+24.00m)
2281;R730_01;-12.948;10.402;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2282;R730_02;-11.980;10.998;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2283;R710_11;-11.324;12.271;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2284;R730_03;-12.537;11.018;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2285;R710_12;-11.483;12.424;24.000;;165.000;25.650;50;PLANCHER 08 (+24.00m)
2203;R710_03;1.077;17.948;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2204;R710_04;0.458;15.995;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2205;R710_05;-2.461;17.680;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2206;R710_06;-4.217;17.443;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2207;R710_07;-6.828;16.612;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2208;R710_08;-8.275;15.924;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2209;R710_09;-10.506;13.930;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
2210;R710_10;-11.479;13.836;24.000;1.700;165.000;27.350;50;PLANCHER 08 (+24.00m)
1052;R732_01;-8.440;-8.710;-8.500;;165.000;-6.850;50;
1053;R732_02;-5.580;-6.354;-8.500;;165.000;-6.850;50;
1054;R732_03;-7.828;-2.990;-8.500;;165.000;-6.850;50;
1055;R732_04;-11.174;-4.753;-8.500;;165.000;-6.850;50;
2242;R712_01;0.690;14.027;-8.500;;165.000;-6.850;50;
2243;R712_02;-3.272;13.510;-8.500;;165.000;-6.850;50;
2244;R712_03;-2.927;7.825;-8.500;;165.000;-6.850;50;
2245;R712_04;1.494;8.112;-8.500;;165.000;-6.850;50;
2267;R910_01;6.521;14.659;-8.500;-0.300;165.000;-7.150;50;
2268;R910_02;9.297;13.095;-8.500;-0.300;165.000;-7.150;50;
2269;R910_03;12.692;9.987;-8.500;-0.300;165.000;-7.150;50;
