Fichier photo;Nom du Locator;X;Y;Z;% NORD;Plancher
CP1_GRA_TR6_BK_00_K163_20260624_04;K163_04;586.027000;72.341000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_05;K163_05;588.693000;72.320000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_06;K163_06;587.811000;74.777000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_07;K163_07;588.105000;76.898000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K163_20260624_08;K163_08;586.027000;76.100000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_01;K161_01;598.356000;77.330000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_02;K161_02;599.240000;75.554000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_03;K161_03;597.754000;72.862000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_04;K161_04;601.047000;72.162000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_05;K161_05;602.541000;74.857000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_00_K161_20260624_06;K161_06;602.225000;76.924000;-4.350;50;PLANCHER 00 (-06.00m)
CP1_GRA_TR6_BK_01_K158_20260423_01;K158_01;614.360000;85.491000;-0.050;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_01;K156_01;595.281000;69.074000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_02;K156_02;589.463000;69.145000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_03;K156_03;592.636000;64.342000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_04;K156_04;587.776000;67.873000;-1.400;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_05;K156_05;587.354000;64.655000;-1.400;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_06;K156_06;585.573000;66.075000;-2.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_07;K156_07;583.526000;69.157000;-2.150;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_08;K156_08;583.254000;65.328000;-1.400;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_09;K156_09;581.709000;69.902000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_10;K156_10;581.613000;72.020000;-1.350;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_11;K156_11;576.884000;69.456000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_12;K156_12;577.483000;64.710000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260423_13;K156_13;579.598000;66.475000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260423_01;K154_01;573.640000;64.196000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260423_02;K154_02;569.088000;64.300000;-5.150;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_14;K156_14;612.570000;69.512000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_15;K156_15;611.722000;66.489000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_16;K156_16;608.610000;64.761000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_17;K156_17;605.277000;65.245000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_18;K156_18;606.882000;64.568000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_19;K156_19;605.772000;67.441000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_20;K156_20;607.912000;68.911000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_01;K152_01;595.568000;76.638000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_02;K152_02;596.058000;74.740000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_03;K152_03;593.671000;75.912000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_04;K152_04;591.003000;76.223000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_05;K152_05;592.203000;74.577000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K152_20260624_06;K152_06;594.442000;74.577000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K150_20260624_01;K150_01;605.631000;77.219000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K150_20260624_02;K150_02;608.895000;77.160000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K150_20260624_03;K150_03;608.936000;75.155000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K150_20260624_04;K150_04;606.849000;74.868000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K158_20260422_02;K158_02;614.518000;82.257000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K158_20260422_03;K158_03;614.277000;80.136000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K158_20260422_04;K158_04;616.996000;80.210000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K158_20260422_05;K158_05;616.994000;82.574000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K155_20260422_01;K155_01;612.331000;77.950000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K155_20260422_02;K155_02;613.954000;77.891000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K155_20260422_03;K155_03;616.691000;78.159000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K155_20260422_04;K155_04;616.523000;74.230000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260422_21;K156_21;616.681000;70.082000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_03;K154_03;569.733000;67.584000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_04;K154_04;573.740000;68.175000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_05;K154_05;574.243000;72.401000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_06;K154_06;572.995000;74.613000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_07;K154_07;573.499000;76.452000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_08;K154_08;573.017000;79.167000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_09;K154_09;570.653000;81.181000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_10;K154_10;569.823000;78.374000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_11;K154_11;570.097000;76.248000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_12;K154_12;569.668000;72.953000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K154_20260422_13;K154_13;571.455000;70.562000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_22;K156_22;597.035000;64.456000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_23;K156_23;602.156000;64.456000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_24;K156_24;599.600000;69.362000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K156_20260609_25;K156_25;604.362000;69.571000;-2.000;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K153_20260624_01;K153_01;588.294000;76.457000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K153_20260624_02;K153_02;586.153000;76.478000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K153_20260624_03;K153_03;583.591000;77.045000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K153_20260624_04;K153_04;584.935000;74.525000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K153_20260624_05;K153_05;588.588000;74.483000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K151_20260624_01;K151_01;601.509000;76.454000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K151_20260624_02;K151_02;599.296000;76.477000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K151_20260624_03;K151_03;597.893000;74.669000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_01_K151_20260624_04;K151_04;600.771000;74.550000;-1.550;50;PLANCHER 01 (-03.20m)
CP1_GRA_TR6_BK_02_K256_20260416_01;K256_01;589.154000;73.446000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_02;K256_02;591.314000;71.115000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_03;K256_03;592.917000;73.511000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_04;K256_04;597.665000;73.596000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_05;K256_05;595.890000;73.425000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_06;K256_06;601.022000;73.254000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_07;K256_07;603.353000;72.463000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_08;K256_08;606.176000;72.997000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_09;K256_09;604.378000;76.081000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_10;K256_10;606.882000;76.034000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_11;K256_11;609.360000;77.193000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_12;K256_12;606.922000;77.963000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_13;K256_13;604.290000;77.326000;1.650;50;PLANCHER 02 (+00.00m)
CP1_GRA_TR6_BK_02_K256_20260416_14;K256_14;610.492000;74.931000;1.650;50;PLANCHER 02 (+00.00m)
